Nomer,IDKostumer,Nama,NilaiKredit,Provinsi,JenisKelamin,Umur,tenor,saldo,jumlahProduk,PunyaKartuKredit,NasabahAktif,PerkiraanPendapatan,TutupRekening
246,15797219,ROMI JUARSANDI,635,DKI Jakarta,Laki-Laki,40,10,12349758000,1,1,0,13195323000,1
247,15685500,KHAERUDIN JAMIL,772,Jawa Tengah,Laki-Laki,26,7,15240051000,2,1,0,79414000,0
248,15599792,IR ABDUL CHOIR,545,DKI Jakarta,Laki-Laki,26,1,0,2,1,1,19963856000,0
249,15657566,INTAN RAHMA SARI,634,Jawa Tengah,Perempuan,24,8,10309785000,1,1,1,15757729000,0
250,15772423,FARIDAH,739,Jawa Tengah,Perempuan,54,8,12641814000,1,1,0,13442075000,1
251,15628112,KARTINAH,771,Jawa Tengah,Perempuan,36,5,778469000,1,0,0,9980599000,0
252,15753754,SYALOOMUS LYNODON MARTAWINATA,587,Jawa Barat,Laki-Laki,34,1,0,2,1,1,9793268000,0
253,15793726,IKIH BT SAIH,681,DKI Jakarta,Perempuan,79,0,0,2,0,1,17096899000,0
254,15694717,TRI SUBIYANTO,544,Jawa Tengah,Laki-Laki,37,2,7973191000,1,1,1,5755895000,0
255,15665834,IRMA,696,Jawa Barat,Perempuan,28,8,0,1,0,0,17671347000,0
256,15765297,DARINIS,766,Jawa Barat,Perempuan,41,0,0,2,0,1,3428323000,0
257,15636684,FITRI,727,DKI Jakarta,Perempuan,34,10,0,2,1,1,19863734000,0
258,15592979,BIMO HARDONO,671,Jawa Tengah,Laki-Laki,34,6,3726667000,2,0,0,15691712000,0
259,15750803,SUMIAH SASTROWIRONO,693,DKI Jakarta,Perempuan,30,6,12799225000,1,1,1,504572000,0
260,15607178,MELDAWATI,850,Jawa Tengah,Perempuan,38,3,5490101000,1,1,1,14007555000,0
261,15713853,HANAFI,732,Jawa Tengah,Laki-Laki,42,9,10874808000,2,1,1,6532311000,0
262,15673481,RAFINDRA DZAKYATHA ANINDITO,726,Jawa Barat,Laki-Laki,48,6,9990619000,1,1,0,6432324000,0
263,15686776,ADE KURNIA,557,DKI Jakarta,Laki-Laki,32,6,18468641000,2,1,0,1495644000,0
264,15673693,EVANDARI,682,DKI Jakarta,Laki-Laki,26,0,11065402000,1,0,1,11187921000,0
265,15700696,HILDA FAUZIAH,738,Jawa Barat,Perempuan,31,9,790198000,1,1,1,1860623000,0
266,15813163,ARIEF AKBAR ALI RIFAI,531,Jawa Barat,Laki-Laki,36,9,9924051000,1,1,0,12313701000,0
267,15653857,ZAINI B  EMIN,498,DKI Jakarta,Laki-Laki,34,2,0,2,1,1,14852824000,0
268,15777076,DEWI RIYANTHI,651,DKI Jakarta,Perempuan,36,7,0,2,1,0,1389831000,0
269,15717398,DIKA SUHERPAN,549,Jawa Barat,Laki-Laki,39,7,0,1,0,0,8125925000,1
270,15799217,WARTINI,791,Jawa Tengah,Perempuan,35,7,524362000,1,1,0,16105175000,0
271,15787071,SOBIRIN,650,Jawa Barat,Laki-Laki,41,9,0,2,0,1,19159967000,0
272,15619955,NINUK ISMARYAM,733,Jawa Tengah,Perempuan,34,3,10033796000,3,1,0,4855919000,1
273,15796505,HIKMAH KURNIASARI,811,Jawa Tengah,Perempuan,34,1,14929719000,2,1,1,18633974000,0
274,15725166,DENY AKBAR,707,DKI Jakarta,Laki-Laki,30,8,0,2,1,0,3315937000,0
275,15800116,NURHAYATI,712,Jawa Tengah,Perempuan,28,4,14560544000,1,0,1,9388353000,0
276,15758685,DEDY JANUAR,706,Jawa Barat,Laki-Laki,37,7,0,2,1,1,1108993000,0
277,15694456,H SITI HAWA,756,DKI Jakarta,Perempuan,62,3,0,1,1,1,1119904000,1
278,15767339,RENI WIDAYATI BA,777,DKI Jakarta,Perempuan,53,10,0,2,1,0,18999297000,0
279,15683562,MURYOTO,646,DKI Jakarta,Laki-Laki,35,6,8402686000,1,0,1,16425569000,0
280,15782210,INDERIWATI,714,DKI Jakarta,Perempuan,46,1,0,1,1,0,15216779000,1
281,15668893,NOOR MEGIA IMELDA,782,DKI Jakarta,Perempuan,39,8,0,2,1,1,3394967000,0
282,15669169,YUYUN,775,Jawa Barat,Perempuan,29,10,0,2,1,1,6814393000,0
283,15643024,MUNADIH,479,Jawa Tengah,Laki-Laki,35,4,13871892000,1,1,1,4725179000,1
284,15699389,SITI ANNYSAH ASTITIARA (ASTI),807,DKI Jakarta,Perempuan,42,7,11827471000,1,1,1,2588572000,0
285,15708608,NIKEN PRISKILA MUNTHE S IP,799,DKI Jakarta,Perempuan,22,8,17418598000,2,0,1,19263385000,0
286,15626144,KYLABELLE G P,675,DKI Jakarta,Perempuan,40,7,11320886000,2,1,0,3457736000,0
287,15573112,SCORLINA,602,Jawa Barat,Perempuan,29,5,10390728000,1,1,0,16122984000,0
288,15790678,FRIETJE SOEPRIYADI,475,DKI Jakarta,Perempuan,32,8,11902328000,1,1,0,10081629000,0
289,15727556,RIO MUTAZ HARYADI,744,Jawa Barat,Laki-Laki,26,5,16629789000,1,1,1,18169444000,0
290,15697307,GUSTI AYU KARTIKA CANDRA,588,Jawa Barat,Perempuan,34,10,0,2,1,0,7907891000,0
291,15652266,MADASIN,703,Jawa Tengah,Laki-Laki,42,9,63227000,1,0,1,13731632000,0
292,15607098,ETI RAHMAWATI,747,Jawa Barat,Perempuan,41,5,9452117000,2,1,0,19492686000,0
293,15655774,HJ JULIA BM DIAH,583,DKI Jakarta,Perempuan,27,7,0,2,1,0,5128549000,0
294,15590241,IAN PRANANDI,750,Jawa Barat,Laki-Laki,34,9,11282226000,1,0,0,15040153000,1
295,15785819,SITI ROCHANI SUHARTO,681,DKI Jakarta,Perempuan,38,3,0,2,1,1,11249196000,0
296,15723654,HARIS,773,DKI Jakarta,Laki-Laki,25,2,13590333000,1,1,0,7365638000,0
297,15774510,TUTI ALAWIYAH,714,DKI Jakarta,Perempuan,31,4,12516926000,1,1,1,10663689000,0
298,15684173,YUYUN NURBAYA,687,Jawa Barat,Perempuan,44,7,0,3,1,0,15585352000,1
299,15650068,ALI SUHERI,511,DKI Jakarta,Laki-Laki,58,0,14911731000,1,1,1,16259951000,0
300,15811490,LANNY PELAPORY,627,DKI Jakarta,Perempuan,33,5,0,2,1,1,10373782000,0
301,15803976,BAHRUDIN,694,DKI Jakarta,Laki-Laki,31,10,0,2,1,0,16099027000,0
302,15682541,RIA ASTRIA  G,616,Jawa Barat,Perempuan,36,6,13231171000,1,0,0,1546284000,0
303,15695699,SANDI ASEP,687,DKI Jakarta,Laki-Laki,35,8,0,2,1,0,1033405000,0
304,15624188,DITTA HASNIATY,712,DKI Jakarta,Perempuan,33,6,0,2,1,1,19068616000,0
305,15812191,FATMAH,553,DKI Jakarta,Perempuan,33,4,11808289000,1,0,0,9444045000,0
306,15636673,ASTRID KAUNANG,667,DKI Jakarta,Perempuan,31,1,11926669000,1,1,1,2825763000,0
307,15594898,RENI PURWANINGSIH,731,DKI Jakarta,Perempuan,43,2,0,1,1,1,17003495000,1
308,15660211,IR BUNBUN DJOLODRIO A,629,Jawa Tengah,Laki-Laki,35,7,15684729000,2,1,0,3182429000,0
309,15773972,ASTARI ARFIANA WINDIASTI,614,DKI Jakarta,Perempuan,50,4,13710447000,1,1,0,12716649000,1
310,15746726,ANTHONY D FERDINANDUS,438,Jawa Tengah,Laki-Laki,31,8,7839869000,1,1,0,4493701000,0
311,15712287,ZULKIFLI NURDIN,652,DKI Jakarta,Laki-Laki,80,4,0,2,1,1,18860307000,0
312,15702919,RAHMAENI,729,Jawa Tengah,Perempuan,30,6,6366942000,1,1,0,14511137000,0
313,15674398,DIMITRI ARDITYA H,642,DKI Jakarta,Laki-Laki,38,3,0,2,0,0,17146383000,0
314,15797960,SUJAI SUWANDA SE,806,Jawa Tengah,Laki-Laki,59,0,13529633000,1,1,0,1828225000,0
315,15631868,SITI SUMAILAH,744,Jawa Barat,Perempuan,36,2,15380444000,1,1,1,8721333000,0
316,15581539,EUGENE ALFATHAN SATRYO,474,Jawa Barat,Laki-Laki,37,3,0,2,0,0,5717532000,0
317,15662736,TARYO  SE,559,DKI Jakarta,Laki-Laki,49,2,14706978000,1,1,0,12054083000,1
318,15666252,IRFAN FARIA,706,Jawa Barat,Laki-Laki,42,9,0,2,1,1,2871434000,0
319,15677512,HARUN,628,Jawa Barat,Laki-Laki,22,3,0,1,1,0,8542628000,0
320,15626114,NADIAH OKTAVIA,429,DKI Jakarta,Perempuan,24,4,9574175000,1,1,0,4617075000,0
321,15810834,DRS SURADJI  MA,525,Jawa Barat,Laki-Laki,57,2,14596533000,1,1,1,6444836000,0
322,15678910,ASWIN,680,DKI Jakarta,Laki-Laki,30,8,14144175000,1,1,1,1627897000,0
323,15694408,YUSTINAH,749,DKI Jakarta,Perempuan,40,1,13929041000,1,1,0,18285542000,1
324,15585215,HARIO PRADIPTO WISHNU K ,763,DKI Jakarta,Laki-Laki,31,4,0,2,0,0,5040472000,0
325,15682757,DEBBY WULANDARI,734,DKI Jakarta,Perempuan,30,3,0,2,1,0,10764025000,0
326,15736601,SUHERRY,716,DKI Jakarta,Laki-Laki,35,4,14442887000,1,1,0,13413265000,0
327,15601848,YOHANES DICKY WINDYANARKO,594,DKI Jakarta,Laki-Laki,35,2,0,2,1,0,10348069000,0
328,15736008,MAHILAH BARKAH,644,DKI Jakarta,Perempuan,46,9,9544127000,1,1,0,10876105000,1
329,15669064,LINDRIATI SARI BOEDISOETRISNO,671,Jawa Tengah,Perempuan,35,1,14484874000,1,1,1,1790123000,0
330,15624528,SIKUS SISKA WATI,664,Jawa Tengah,Perempuan,26,7,11624414000,2,1,1,9514514000,0
331,15598493,MUHAMMAD HARI YUDIYONO,656,DKI Jakarta,Laki-Laki,50,7,0,2,0,1,7214344000,0
332,15601274,WOWONG SOFYIAN,667,Jawa Barat,Laki-Laki,40,1,14650207000,1,1,0,1916289000,0
333,15702669,JOSEPH WINDYANA TRI,663,Jawa Tengah,Laki-Laki,44,2,1170286000,2,0,1,14468018000,0
334,15728669,ABDUL HARIS,584,Jawa Tengah,Laki-Laki,30,8,11201381000,1,1,0,17777203000,1
335,15742668,AMELIA,626,Jawa Barat,Perempuan,37,6,10826937000,1,1,0,559794000,0
336,15697441,EDDY ZULKARNAIN,485,DKI Jakarta,Laki-Laki,29,7,18212379000,1,1,0,11682851000,1
337,15740476,NY  SITI SARAH,659,Jawa Tengah,Perempuan,32,3,15092374000,2,0,1,17465251000,0
338,15648064,DISKA AMELIA,649,DKI Jakarta,Perempuan,33,2,0,2,1,0,201098000,0
339,15636624,PUJI ASTUTI,805,Jawa Barat,Perempuan,39,5,16527213000,1,1,0,1410985000,1
340,15807923,INNO TANAYA,716,Jawa Tengah,Laki-Laki,39,10,11530131000,1,1,0,435274000,1
341,15745844,RESA ROSANA,642,Jawa Tengah,Perempuan,40,6,12950249000,2,0,1,8609923000,1
342,15786170,SUTIMAN,659,DKI Jakarta,Laki-Laki,31,4,11834226000,1,0,0,16157419000,0
343,15681081,SITI RACHMAH,545,Jawa Barat,Perempuan,47,5,0,2,1,1,3897014000,0
344,15684484,FIA FAUZIYAH AGUSTINA,543,DKI Jakarta,Perempuan,22,8,0,2,0,0,12758722000,0
345,15785869,RIASTINGKO,718,DKI Jakarta,Laki-Laki,25,7,0,2,1,0,3038012000,0
346,15763859,IRMA SITI ROCHIMAH,840,DKI Jakarta,Perempuan,43,7,0,2,1,0,9090895000,0
347,15658935,NUR HADIAT,630,Jawa Tengah,Perempuan,34,9,10693705000,2,1,0,13827501000,0
348,15747358,CARINA,643,Jawa Tengah,Perempuan,59,3,17033137000,1,1,1,3217179000,0
349,15735203,REDUARD TUMAMBA SIAHAAN,654,Jawa Tengah,Laki-Laki,32,1,11451085000,1,1,1,12614323000,0
350,15576256,EKA SYAHPUTRA ROMADHAN,582,DKI Jakarta,Laki-Laki,39,5,0,2,1,1,12989293000,0
351,15659420,DIFA EKA SINATRYA,659,Jawa Barat,Laki-Laki,32,3,10759411000,2,1,1,10241684000,0
352,15593365,DANIEL GANESHA M  ADHISURYA,762,Jawa Barat,Laki-Laki,39,2,8127313000,1,1,1,1871967000,0
353,15777352,SETIAWATI SUTANTO,568,Jawa Barat,Perempuan,32,7,1693996000,1,1,0,6193622000,0
354,15812007,LINDA HASTUTI,670,Jawa Barat,Perempuan,25,6,0,2,1,1,7835894000,0
355,15625461,SALBIYAH,613,DKI Jakarta,Perempuan,45,1,18784199000,2,1,1,14722427000,0
356,15739438,MUHAMAD TEGUH ARIANTO,539,DKI Jakarta,Laki-Laki,30,0,0,2,1,0,16097966000,0
357,15611759,NOVRINA BUDIASTRI,850,Jawa Barat,Perempuan,57,8,1267763000,2,1,1,13229849000,0
358,15661629,GILANG PRATAMA,522,Jawa Barat,Laki-Laki,34,9,12643629000,1,1,0,17424852000,1
359,15633950,DEDI ALI AHMAD,737,DKI Jakarta,Laki-Laki,41,1,10196074000,1,1,1,12354728000,0
360,15592386,SITI MASITA,520,DKI Jakarta,Perempuan,58,3,0,2,0,1,3279002000,0
361,15803716,SOEPARMAN DT,706,Jawa Barat,Laki-Laki,28,3,0,2,0,1,18154367000,0
362,15696674,NY MIRAWATI ZAINI,643,Jawa Tengah,Perempuan,45,2,15084293000,1,0,1,231996000,1
363,15706365,DINI RAHMAH,648,DKI Jakarta,Perempuan,50,9,10253557000,1,1,1,18954319000,0
364,15745088,DR MAGDALENA D TOBING,443,Jawa Tengah,Perempuan,29,9,9902761000,2,1,0,109404000,0
365,15676715,NY LATIFAH AMIATI,640,DKI Jakarta,Perempuan,68,9,0,2,1,1,19949338000,0
366,15613085,LILI HANDAYANI,628,Jawa Barat,Perempuan,33,3,0,1,1,1,18819325000,0
367,15633537,FEBRIAN  SH,540,Jawa Tengah,Laki-Laki,42,9,8727141000,2,1,0,17257264000,0
368,15594720,HERU UTOMO,460,Jawa Tengah,Laki-Laki,35,8,10274291000,2,1,1,1893396000,0
369,15684042,DIMAS DWI HARIADI,636,Jawa Tengah,Laki-Laki,34,2,4010551000,2,0,1,5351216000,0
370,15583303,MAS'UD,593,DKI Jakarta,Laki-Laki,29,2,15226543000,1,1,0,3400444000,0
371,15611579,TAN MAYA,801,Jawa Barat,Perempuan,42,4,14194767000,1,1,1,1059829000,0
372,15774696,ZULKIFLI,640,Jawa Tengah,Laki-Laki,75,1,10630791000,2,0,1,11342877000,0
373,15694506,MUS'AB,611,Jawa Tengah,Laki-Laki,31,0,10788481000,2,1,1,18348798000,0
374,15688074,SITI FATIMAH AYUNINGDYAH,802,Jawa Tengah,Perempuan,31,1,12501372000,1,1,1,18765809000,0
375,15759537,INDRAWAN TANAYA,717,Jawa Tengah,Laki-Laki,35,7,5846937000,2,1,1,17245939000,0
376,15758449,I GUSTI NGURAH GDE ANTIKA,769,DKI Jakarta,Laki-Laki,39,8,0,1,0,1,21016000,0
377,15583456,YUSI RUMCIARTI,745,Jawa Tengah,Perempuan,45,10,11723163000,3,1,1,12238102000,1
378,15667871,SUYATMI,572,Jawa Barat,Perempuan,35,4,15239026000,1,1,0,12812366000,0
379,15677371,AGUNG TRI SETIADI,629,Jawa Barat,Laki-Laki,30,2,3401363000,1,1,0,1957063000,0
380,15629677,EKA SEPTIYANI MUJRIYAH,687,Jawa Barat,Perempuan,39,2,0,3,0,0,1881506000,1
381,15713578,DENNY TRI PRASETYO,483,DKI Jakarta,Laki-Laki,50,9,0,2,1,1,11102024000,0
382,15591509,ROSANIH,690,DKI Jakarta,Perempuan,36,7,10158311000,2,1,0,12377515000,0
383,15568240,NENY MAYANI,492,Jawa Tengah,Perempuan,30,10,7716887000,2,0,1,14670022000,0
384,15622993,JOSHEILY FEBRINA,709,Jawa Tengah,Perempuan,28,8,12469572000,2,1,0,14525135000,0
385,15689294,ENGKING TARKENI,705,Jawa Tengah,Perempuan,44,3,10593496000,1,1,0,8246369000,0
386,15720910,NY DAISY DIANA BILONDATU,560,DKI Jakarta,Perempuan,66,9,0,1,1,1,1592849000,0
387,15721181,NURHASANAH,611,Jawa Barat,Perempuan,46,6,0,2,1,0,4588633000,0
388,15776433,SUKADI,730,Jawa Barat,Laki-Laki,62,2,0,2,1,1,18648995000,0
389,15748936,DR TJAN SOEN ENG,709,Jawa Barat,Laki-Laki,45,2,0,2,0,1,16292265000,0
390,15717225,MARDIANA,544,DKI Jakarta,Perempuan,21,10,16152596000,2,1,0,926277000,0
391,15685226,E M A D,712,Jawa Tengah,Laki-Laki,29,7,14719907000,1,1,1,849324000,0
392,15785611,ALOYSIUS RABATA BAYU CHRISSANTO,752,Jawa Tengah,Laki-Laki,38,3,18310229000,1,1,1,7155712000,0
393,15573456,JAYANTI MANDASARI,648,Jawa Barat,Perempuan,46,9,127209000,2,1,0,7740595000,1
394,15684548,DJAKARIA,556,Jawa Barat,Laki-Laki,38,8,0,2,0,0,41741000,1
395,15620505,SITI NAPIAH,594,Jawa Barat,Perempuan,24,0,9737854000,1,1,1,7140517000,0
396,15807432,ERNA SUHANA,645,Jawa Tengah,Perempuan,37,2,13692509000,2,0,1,15340024000,0
397,15584766,ADE CAHYATI,557,DKI Jakarta,Perempuan,33,3,5450355000,1,1,1,37105000,0
398,15612187,SATSIWI RATIH BINTARTI,547,Jawa Tengah,Perempuan,32,8,15572685000,1,1,0,6778999000,0
399,15762218,AUDREY SETIADARMA,701,DKI Jakarta,Perempuan,39,9,0,2,0,1,1458949000,0
400,15646372,MIRJAM NUGRAHA,616,DKI Jakarta,Perempuan,66,1,13584241000,1,1,0,18384051000,1
401,15690452,ALEXANDER BOBBY RASHID,605,DKI Jakarta,Laki-Laki,52,1,6334975000,1,1,0,10888744000,0
402,15747795,SUSIATI,593,Jawa Tengah,Perempuan,38,4,12949942000,1,1,1,15407127000,0
403,15781589,RUKMIMIN,751,Jawa Barat,Perempuan,52,8,0,2,0,1,17929185000,0
404,15732674,LILY SULIASTUTY SUMARTA,443,Jawa Barat,Perempuan,36,6,7043801000,2,0,1,5693743000,0
405,15642291,ROYANIH,685,DKI Jakarta,Perempuan,23,8,0,2,1,1,11223903000,0
406,15692761,NUR EFENDI,718,DKI Jakarta,Laki-Laki,36,9,0,1,1,0,4590987000,0
407,15578045,AURA RAHMATANIA,538,Jawa Barat,Perempuan,49,9,14143404000,1,0,0,17377925000,1
408,15745354,KLARTJE,611,Jawa Barat,Perempuan,37,4,0,2,1,0,12569626000,0
409,15701376,NURDIANSYAH,668,Jawa Tengah,Laki-Laki,37,10,15295829000,2,1,1,15958561000,0
410,15691625,AGUS SULAIMAN,537,Jawa Tengah,Laki-Laki,41,3,13830634000,1,1,0,10676147000,0
411,15566594,NY NUNUK SRI SARSINI,709,Jawa Barat,Perempuan,23,10,0,2,0,0,12959018000,0
412,15760431,PAULINA RETNA PUTRI,850,DKI Jakarta,Perempuan,38,1,0,2,1,1,8000665000,0
413,15686302,DRS ADRIANUS BASUKI P ,745,Jawa Barat,Laki-Laki,31,3,12432884000,1,1,1,14045152000,0
414,15801559,NURUL EMILLIA,693,Jawa Tengah,Perempuan,41,9,18146148000,3,1,1,18792943000,1
415,15810432,TEUKU MOCHAMAD SYAFEI S,795,Jawa Barat,Laki-Laki,35,8,0,2,1,0,16715536000,0
416,15809616,YOSEPH SISWANTO,626,Jawa Barat,Laki-Laki,26,8,0,2,0,0,19142071000,0
417,15720559,BUSTANUL FIRDAUS,487,Jawa Tengah,Laki-Laki,61,5,11036803000,1,0,0,1138445000,1
418,15695632,AHMAD SAFRUDIN,556,DKI Jakarta,Laki-Laki,39,9,8958835000,1,1,1,948981000,0
419,15659843,DEDE WAHYUDI,643,DKI Jakarta,Laki-Laki,46,6,0,2,0,0,10678159000,0
420,15615624,LILY SUTANTO,605,DKI Jakarta,Perempuan,28,6,0,2,0,0,15950852000,0
421,15810418,DWI DARYANA,756,Jawa Tengah,Laki-Laki,60,3,11592489000,1,1,0,9352419000,1
422,15716186,SRI ROKHANAH,586,DKI Jakarta,Perempuan,38,2,0,2,1,0,8716846000,0
423,15674551,NY NURHAYATI,535,Jawa Tengah,Perempuan,40,7,1117565000,1,1,0,812832000,1
424,15622834,FRANCISCUS XAVERIUS FERI A,678,DKI Jakarta,Laki-Laki,35,4,0,1,1,0,12551832000,0
425,15566111,ROMLI,596,DKI Jakarta,Laki-Laki,39,9,0,1,1,0,4896359000,0
426,15784597,TRISNAWATI,648,DKI Jakarta,Perempuan,26,9,16292385000,1,1,0,9836824000,0
427,15652883,ILFAN WIDIYANTO,492,Jawa Tengah,Laki-Laki,39,10,12457665000,2,1,0,14858461000,0
428,15806964,ANTON PUJI PRASETYO,702,DKI Jakarta,Laki-Laki,45,0,8079358000,1,1,1,2747481000,0
429,15576313,LENY WIYATI,486,Jawa Tengah,Perempuan,40,9,7134009000,1,1,0,7619221000,0
430,15806467,NADHIFA SALMA ANDYARA,568,Jawa Tengah,Perempuan,40,1,9928263000,1,0,0,13460094000,1
431,15597602,SITI AMINAH,619,Jawa Tengah,Perempuan,57,3,13794639000,1,1,1,7246799000,1
432,15743040,SANI YULIANTO,724,Jawa Tengah,Laki-Laki,41,2,12789257000,2,0,1,19964545000,0
433,15705521,MANISEM,548,Jawa Tengah,Perempuan,33,0,10108436000,1,1,0,4274985000,0
434,15595039,TJUT MUTIA,545,Jawa Tengah,Perempuan,37,8,11475408000,1,1,0,13605044000,1
435,15799384,ABD ROHIM,683,DKI Jakarta,Laki-Laki,33,8,0,1,0,0,7356444000,0
436,15581197,SARI RAHMAWATI  SE,762,DKI Jakarta,Perempuan,51,3,9928698000,1,0,1,8557863000,0
437,15693737,SAHIDIN,627,Jawa Tengah,Laki-Laki,30,4,7987102000,2,1,0,12982689000,0
438,15624623,DATU MAULANA,516,DKI Jakarta,Laki-Laki,35,10,10408859000,2,0,0,119666000,0
439,15783501,SONY SANTOSA SATARI,800,DKI Jakarta,Laki-Laki,38,2,16819033000,2,1,0,6805208000,0
440,15690134,EVA LIANA,464,Jawa Tengah,Perempuan,42,3,8567925000,1,1,1,16410474000,0
441,15782735,AHMAD FAUZI,626,DKI Jakarta,Laki-Laki,35,3,0,1,0,0,8019036000,0
442,15611088,MUH RIDWAN DAENG NUSU,790,DKI Jakarta,Laki-Laki,31,9,0,2,1,0,8412675000,0
443,15672145,ATI ERNAWATI,534,DKI Jakarta,Perempuan,34,7,12155158000,2,1,1,70179000,0
444,15732628,ISWANTO,745,DKI Jakarta,Laki-Laki,46,2,12222019000,1,1,1,1180241000,0
445,15787470,MAHWANIH,553,Jawa Barat,Perempuan,47,3,11652815000,1,0,0,14570419000,1
446,15803406,BENJAMIN JUSUF E  M  ADHISURYA,748,DKI Jakarta,Laki-Laki,26,1,7778029000,1,0,1,18304941000,0
447,15730460,DARWANTI JULIASTUTI,722,DKI Jakarta,Perempuan,37,2,0,1,0,0,12090683000,0
448,15644572,MUHAMMAD WAHID,501,DKI Jakarta,Laki-Laki,40,4,1258322000,1,1,1,10043383000,0
449,15694860,NY RUSTI ASTUTI S,675,DKI Jakarta,Perempuan,38,6,680658000,1,0,0,138777000,1
450,15658169,MILLATI SARI,778,Jawa Barat,Perempuan,47,6,12729934000,2,1,0,12469499000,0
451,15794396,BARNA SULAEMAN,494,Jawa Tengah,Laki-Laki,38,7,17493764000,1,1,0,4008432000,0
452,15785798,LUTHFIYYAH NAURAH BAYU,850,DKI Jakarta,Perempuan,40,9,0,2,0,1,11923233000,0
453,15710825,MENKO TANTULAR,592,Jawa Barat,Laki-Laki,31,7,1100711000,1,0,0,4392136000,0
454,15668444,FAUZAN AZIMA,590,Jawa Barat,Laki-Laki,44,3,13943237000,1,1,0,6222281000,0
455,15726631,YULISTIKA UTAMI,758,DKI Jakarta,Perempuan,39,6,12735776000,1,0,1,56577000,0
456,15733797,SHAFARA WINDY CARISSA,506,DKI Jakarta,Perempuan,36,5,0,2,1,0,16425335000,0
457,15747960,H T O Y I B,733,DKI Jakarta,Laki-Laki,33,3,0,1,1,1,766673000,0
458,15634632,MUHAMMAD EDY YURINALDO,711,DKI Jakarta,Laki-Laki,38,3,0,2,1,0,6848751000,0
459,15707362,TATTY SETIAWATI,514,Jawa Tengah,Perempuan,43,1,9555631000,1,0,1,19927398000,1
460,15662976,ADIKA PRASETIA,637,Jawa Barat,Laki-Laki,37,8,0,1,1,1,18606236000,0
461,15732778,IR MUH AINUR ROFIQ,468,Jawa Tengah,Laki-Laki,29,1,11168198000,2,1,1,19571116000,0
462,15718443,ASFIMA AISYA TUSIN PUTRI,539,DKI Jakarta,Perempuan,39,3,0,2,1,0,3669217000,0
463,15670039,FARIS HENDRA SETIAWAN,509,Jawa Barat,Laki-Laki,25,3,10873871000,2,1,0,10692057000,0
464,15773792,AKBAR QAEDI RASJID,662,DKI Jakarta,Laki-Laki,32,4,13395037000,1,1,1,4872568000,1
465,15613786,ROMENAH,818,Jawa Barat,Perempuan,26,4,0,2,1,1,16703694000,0
466,15726032,FITHALIANA,608,DKI Jakarta,Perempuan,33,9,8996869000,1,1,0,6877726000,0
467,15663252,AGUNG MUTIA,850,Jawa Barat,Laki-Laki,32,9,0,2,1,1,1892492000,0
468,15593782,SA'ODAH,816,Jawa Tengah,Perempuan,38,5,13087875000,3,1,0,7190577000,1
469,15633283,IR TANTO ISKANDAR,536,DKI Jakarta,Laki-Laki,35,8,0,2,1,0,6483328000,0
470,15749167,LASIH,753,DKI Jakarta,Perempuan,35,3,0,2,1,1,18484377000,0
471,15759298,WIBOWO DHANI,631,Jawa Barat,Laki-Laki,27,10,13416962000,1,1,1,17673002000,0
472,15683625,WAHYU GUNAWAN,703,DKI Jakarta,Laki-Laki,37,1,14976208000,1,1,0,206294000,1
473,15635367,FRISKA OPFIANTI,774,DKI Jakarta,Perempuan,26,2,9384469000,1,1,0,2841536000,0
474,15681705,FARA DEWI,785,DKI Jakarta,Perempuan,28,8,0,2,1,0,7723127000,0
475,15603156,FIRMAN DODY PENALOSA,571,DKI Jakarta,Laki-Laki,33,1,0,2,1,0,1027507000,0
476,15591986,MUNASEH,621,Jawa Tengah,Laki-Laki,46,6,14107837000,1,0,0,345808000,1
477,15798888,RIO AGUS SEPTIYADI,605,Jawa Tengah,Laki-Laki,31,1,11799259000,1,1,1,18359877000,0
478,15809722,IPAH,611,DKI Jakarta,Perempuan,40,8,10081233000,2,1,0,14735827000,0
479,15677538,MAIMUNAH,569,DKI Jakarta,Perempuan,38,7,0,1,1,1,1084692000,0
480,15797736,AGUS YULIANTO,658,DKI Jakarta,Laki-Laki,29,4,802626000,1,1,1,2061282000,0
481,15695585,MUHAMMAD IBNU SINA,788,Jawa Barat,Laki-Laki,34,6,15647862000,1,0,1,18119676000,0
482,15744398,KARMILA,525,DKI Jakarta,Perempuan,23,5,0,2,1,0,1602491000,0
483,15750658,SUHARTINI,798,DKI Jakarta,Perempuan,37,8,0,3,0,0,11078328000,0
484,15578186,JIMMY MELKY,486,Jawa Tengah,Laki-Laki,37,9,11521799000,2,1,0,14499533000,0
485,15676519,SAADAH,615,Jawa Barat,Perempuan,61,9,0,2,1,0,15022785000,1
486,15637954,NY FRIEDA JOHANA SUMOLANG,730,DKI Jakarta,Perempuan,35,0,15547055000,1,1,1,5371828000,0
487,15758639,TRI WIDADI,641,DKI Jakarta,Laki-Laki,37,7,0,2,1,0,752483000,0
488,15613772,HASAN,542,DKI Jakarta,Laki-Laki,39,3,13509677000,1,1,1,1435343000,1
489,15731744,KORNELLIS LAURENCE,692,DKI Jakarta,Laki-Laki,30,2,0,2,0,1,13048657000,0
490,15807709,MARLITA HARTONO,714,Jawa Tengah,Perempuan,55,9,18007522000,1,1,1,10012771000,0
491,15714689,ALIMAH,591,Jawa Barat,Perempuan,29,1,9754124000,1,1,1,19635617000,0
